Contaminacion,Empresa
"ALDRIN ( HDDN ) Y SUS DERIVADOS,GARBIKER A.B. (S.A.)"
"ALDRIN ( HDDN ) Y SUS DERIVADOS,BILBAINA DE ALQUITRANES"
"ALDRIN ( HDDN ) Y SUS DERIVADOS,GARBIKER A.B. (S.A.)"
"ALDRIN ( HDDN ) Y SUS DERIVADOS,GARBIKER A.B. (S.A.)"
"BARIO,AYUNTAMIENTO DE VITORIA-GASTEIZ"
"BARIO,INDUSTRIAS GALYCAS"
"BARIO,PEMCO ESMALTES"
"BARIO,VASCONTAINER"
"BARIO,INDUSTRIAS DIMO"
"BARIO,INDUSTRIAS DIMO"
"BARIO,GALVANIZADOS VITORIA"
"ENDOSULFAN,GARBIKER A.B. (S.A.)"
"ENDOSULFAN,AYUNTAMIENTO DE VITORIA-GASTEIZ"
"ENDOSULFAN,BILBOKO UDALA - AYUNTAMIENTO DE BILBAO"
"ENDOSULFAN,GARBIKER A.B. (S.A.)"
"ENDOSULFAN,GENERAL QUIMICA"
"ENDOSULFAN,GARBIKER A.B. (S.A.)"
"ENDOSULFAN,AYUNTAMIENTO DE VITORIA-GASTEIZ"
"ENDOSULFAN,MANCOMUNIDAD MUNICIPAL DE SAN MARCOS"
"ENDOSULFAN,GARBIKER A.B. (S.A.)"
"ENDOSULFAN,GARBIKER A.B. (S.A.)"
"ENDOSULFAN,BILBAINA DE ALQUITRANES"
"ENDOSULFAN,MANCOMUNIDAD MUNICIPAL DE SAN MARCOS"
"COMPUESTOS ORGANOSILICICOS TOXICOS O PERSISTENTES,CELAYA EMPARANZA Y GALDOS INTERNACIONAL S.A."
"NIQUEL,BIONOR BERANTEVILLA"
"NIQUEL,MONTORRETAS"
"NIQUEL,SOGECAR"
"NIQUEL,ARCELORMITTAL ESPAÑA"
"NIQUEL,INDUSTRIAS APERRIBAY"
"NIQUEL,MOMENTIVE SPECIALTY CHEMICALS ASUA, S.L."
"NIQUEL,BILBAINA DE ALQUITRANES"
"NIQUEL,BEFESA ZINC SONDIKA"
"NIQUEL,PERFILES ESPECILES SELAK"
"NIQUEL,PAPEL ARALAR"
"NIQUEL,PIROTECNIA LECEA"
"NIQUEL,CORRUGADOS AZPEITIA"
"NIQUEL,INYECTAMETAL"
"NIQUEL,BIZKAIA ENERGIA"
"NIQUEL,MERCEDES-BENZ ESPAÑA"
"NIQUEL,LASCARAY"
"NIQUEL,LAMINADOS DE ARETXABALETA"
"NIQUEL,EKONOR"
"NIQUEL,FUNDICIONES PALACIO"
"NIQUEL,DEKITRA"
"NIQUEL,AMURRIO FERROCARRIL Y EQUIPOS"
"NIQUEL,FAES FARMA"
"NIQUEL,CELSA ATLANTIC"
"NIQUEL,GARBIKER A.B. (S.A.)"
"NIQUEL,TREFILADOS DE URBINA"
"NIQUEL,INQUITEX"
"NIQUEL,INDUSTRIA DE TURBO PROPULSORES"
"BTEX (BENCENO, TOLUENO, ETILBENCENO XILENOS),DOW CHEMICAL IBERICA"
"BTEX (BENCENO, TOLUENO, ETILBENCENO XILENOS),BILBAINA DE ALQUITRANES"
"BTEX (BENCENO, TOLUENO, ETILBENCENO XILENOS),HIDROELECTRICA IBERICA"
"BTEX (BENCENO, TOLUENO, ETILBENCENO XILENOS),NUBIOLA PIGMENTOS"
"BTEX (BENCENO, TOLUENO, ETILBENCENO XILENOS),IBERDROLA GENERACION, S.A.U."
"BTEX (BENCENO, TOLUENO, ETILBENCENO XILENOS),SMURFIT KAPPA NERVION, S.A."
"BTEX (BENCENO, TOLUENO, ETILBENCENO XILENOS),AMURRIO FERROCARRIL Y EQUIPOS"
"BTEX (BENCENO, TOLUENO, ETILBENCENO XILENOS),QUINTON HAZELL ESPAÑA"
"BTEX (BENCENO, TOLUENO, ETILBENCENO XILENOS),PAPELERA DEL ORIA"
"BTEX (BENCENO, TOLUENO, ETILBENCENO XILENOS),GENERAL QUIMICA"
"BTEX (BENCENO, TOLUENO, ETILBENCENO XILENOS),EVONIK SILQUIMICA"
"BTEX (BENCENO, TOLUENO, ETILBENCENO XILENOS),PETROLEOS DEL NORTE"
"BTEX (BENCENO, TOLUENO, ETILBENCENO XILENOS),TALLERES DE ESCORIAZA"
"BTEX (BENCENO, TOLUENO, ETILBENCENO XILENOS),ASUA PRODUCTS"
"BTEX (BENCENO, TOLUENO, ETILBENCENO XILENOS),FAES FARMA"
"BTEX (BENCENO, TOLUENO, ETILBENCENO XILENOS),IBERDROLA GENERACION, S.A.U."
"BTEX (BENCENO, TOLUENO, ETILBENCENO XILENOS),BILBOKO UDALA - AYUNTAMIENTO DE BILBAO"
"BTEX (BENCENO, TOLUENO, ETILBENCENO XILENOS),ARKEMA QUIMICA"
"BTEX (BENCENO, TOLUENO, ETILBENCENO XILENOS),ALGODONERA DE SAN ANTONIO INDUSTRIAL"
"BTEX (BENCENO, TOLUENO, ETILBENCENO XILENOS),DEGUISA"
"BTEX (BENCENO, TOLUENO, ETILBENCENO XILENOS),MOMENTIVE SPECIALTY CHEMICALS ASUA, S.L."
"BTEX (BENCENO, TOLUENO, ETILBENCENO XILENOS),MOMENTIVE SPECIALTY CHEMICALS IBERICA"
"CLORPIRIFOS,BILBAINA DE ALQUITRANES"
"CLORPIRIFOS,GARBIKER A.B. (S.A.)"
"CLORPIRIFOS,AYUNTAMIENTO DE VITORIA-GASTEIZ"
"CLORPIRIFOS,GARBIKER A.B. (S.A.)"
"CLORPIRIFOS,PIROTECNIA LECEA"
"CLORPIRIFOS,GARBIKER A.B. (S.A.)"
"CLORPIRIFOS,GENERAL QUIMICA"
"CLORPIRIFOS,MANCOMUNIDAD MUNICIPAL DE SAN MARCOS"
"CLORPIRIFOS,GARBIKER A.B. (S.A.)"
"CLORPIRIFOS,MANCOMUNIDAD MUNICIPAL DE SAN MARCOS"
"CLORPIRIFOS,GARBIKER A.B. (S.A.)"
"CLORPIRIFOS,BILBOKO UDALA - AYUNTAMIENTO DE BILBAO"
"TRIFENILESTAÑO Y COMPUESTOS,MANCOMUNIDAD MUNICIPAL DE SAN MARCOS"
"TRIFENILESTAÑO Y COMPUESTOS,GARBIKER A.B. (S.A.)"
"TRIFENILESTAÑO Y COMPUESTOS,MANCOMUNIDAD MUNICIPAL DE SAN MARCOS"
"TRIFENILESTAÑO Y COMPUESTOS,GARBIKER A.B. (S.A.)"
"TRIFENILESTAÑO Y COMPUESTOS,GENERAL QUIMICA"
"TRIFENILESTAÑO Y COMPUESTOS,GARBIKER A.B. (S.A.)"
"TRIFENILESTAÑO Y COMPUESTOS,GARBIKER A.B. (S.A.)"
"TRIFENILESTAÑO Y COMPUESTOS,BILBOKO UDALA - AYUNTAMIENTO DE BILBAO"
"TRIFENILESTAÑO Y COMPUESTOS,CONSORCIO DE AGUAS BILBAO BIZKAIA"
"TRIFENILESTAÑO Y COMPUESTOS,BILBAINA DE ALQUITRANES"
"TRIFENILESTAÑO Y COMPUESTOS,CONSORCIO DE AGUAS BILBAO BIZKAIA"
"TRIFENILESTAÑO Y COMPUESTOS,GARBIKER A.B. (S.A.)"
"MIREX,MANCOMUNIDAD MUNICIPAL DE SAN MARCOS"
"MIREX,MANCOMUNIDAD MUNICIPAL DE SAN MARCOS"
"MIREX,GARBIKER A.B. (S.A.)"
"MIREX,GENERAL QUIMICA"
"MIREX,GARBIKER A.B. (S.A.)"
"MIREX,BILBAINA DE ALQUITRANES"
"MIREX,GARBIKER A.B. (S.A.)"
"MIREX,BILBOKO UDALA - AYUNTAMIENTO DE BILBAO"
"MIREX,GARBIKER A.B. (S.A.)"
"MIREX,GARBIKER A.B. (S.A.)"
"SODIO,GEA IBERICA"
"SODIO,CESPA CONTEN"
"SODIO,ACEROS INOXIDABLES OLARRA"
"SODIO,RECUBRIMIENTOS ELECTROLITICOS CONDUCTORES"
"SODIO,FUNDICIONES SAN ANTONIO DE URKIOLA"
"SODIO,BILBAINA DE ALQUITRANES"
"SODIO,HIERROS EGUINO"
"SODIO,JESUS OÑATE Y HERMANOS"
"SODIO,ESTAMPACIONES METALICAS BIZKAIA, S.A."
"SODIO,GARBIKER A.B. (S.A.)"
"SODIO,SOGECAR"
"SODIO,BILBOZINC"
"SODIO,MEBUNIK, S.A."
"SODIO,INYECTAMETAL"
"SODIO,MAXAM EUROPE"
"SODIO,ELMET"
"SODIO,BEFESA ALUMINIO BILBAO"
"SODIO,J.L. FRENCH ANSOLA"
"SODIO,S.A. DE DESC. Y ELIMIN. DE RESID."
"SODIO,CELULOSAS MOLDEADAS"
"SODIO,BEFESA ZINC SONDIKA"
"SODIO,INDUSTRIA DE TURBO PROPULSORES"
"SODIO,ALDETU"
"SODIO,ARKEMA QUIMICA"
"SODIO,CESPA CONTEN"
"SODIO,EKONOR"
"SODIO,MAXAM U.E.B."
"SODIO,PASTGUREN"
"SELENIO,ARKEMA QUIMICA"
"SELENIO,JESUS OÑATE Y HERMANOS"
"SELENIO,PETROLEOS DEL NORTE"
"SELENIO,S.A. DE DESC. Y ELIMIN. DE RESID."
"SELENIO,PASTGUREN"
"SELENIO,INDUSTRIAS DIMO"
"SELENIO,ELMET"
"SELENIO,BILBAINA DE ALQUITRANES"
"SELENIO,MEBUNIK, S.A."
"SELENIO,BEFESA ZINC SONDIKA"
"SELENIO,GARBIKER A.B. (S.A.)"
"SELENIO,CELULOSAS MOLDEADAS"
"SELENIO,GARBIKER A.B. (S.A.)"
"SELENIO,INDUSTRIAS GALYCAS"
"SELENIO,ESTAMPACIONES METALICAS BIZKAIA, S.A."
"SELENIO,VASCONTAINER"
"SELENIO,GARBIKER A.B. (S.A.)"
"SELENIO,AYUNTAMIENTO DE VITORIA-GASTEIZ"
"SELENIO,GEA IBERICA"
"SELENIO,J.L. FRENCH ANSOLA"
"SELENIO,FUNDICIONES SAN ANTONIO DE URKIOLA"
"SELENIO,MAXAM EUROPE"
"SELENIO,INYECTAMETAL"
"SELENIO,GALVANIZADOS VITORIA"
"SELENIO,SOGECAR"
"SELENIO,BILBOZINC"
"SELENIO,INDUSTRIAS DIMO"
"SELENIO,BEFESA ALUMINIO BILBAO"
"SELENIO,MAXAM U.E.B."
"SELENIO,INDUSTRIA DE TURBO PROPULSORES"
"SUSTANCIAS QUE TIENEN EFECTOS PERJUDICIALES SOBRE EL MEDIO ACUATICO,FAES FARMA"
"TETRACLORURO DE CARBONO,MANCOMUNIDAD MUNICIPAL DE SAN MARCOS"
"TETRACLORURO DE CARBONO,ONDULINE MATERIALES DE CONSTRUCCION"
"TETRACLORURO DE CARBONO,DOW CHEMICAL IBERICA"
"TETRACLORURO DE CARBONO,AYUNTAMIENTO DE VITORIA-GASTEIZ"
"TETRACLORURO DE CARBONO,MICHELIN ESPAÑA PORTUGAL"
"TETRACLORURO DE CARBONO,ARKEMA QUIMICA"
"TETRACLORURO DE CARBONO,GENERAL QUIMICA"
"TETRACLORURO DE CARBONO,ARKEMA QUIMICA"
"TETRACLORURO DE CARBONO,MANCOMUNIDAD MUNICIPAL DE SAN MARCOS"
"TETRACLORURO DE CARBONO,BILBOKO UDALA - AYUNTAMIENTO DE BILBAO"
"TETRACLOROMETANO (TCM),GARBIKER A.B. (S.A.)"
"TETRACLOROMETANO (TCM),BILBAINA DE ALQUITRANES"
"TETRACLOROMETANO (TCM),GARBIKER A.B. (S.A.)"
"TETRACLOROMETANO (TCM),GENERAL QUIMICA"
"TETRACLOROMETANO (TCM),PIROTECNIA LECEA"
"TETRACLOROMETANO (TCM),IRIZAR"
"TETRACLOROMETANO (TCM),GARBIKER A.B. (S.A.)"
"TETRACLOROMETANO (TCM),GARBIKER A.B. (S.A.)"
"HEXACLOROBUTADIENO (HCBD),ONDULINE MATERIALES DE CONSTRUCCION"
"HEXACLOROBUTADIENO (HCBD),GARBIKER A.B. (S.A.)"
"HEXACLOROBUTADIENO (HCBD),MANCOMUNIDAD MUNICIPAL DE SAN MARCOS"
"HEXACLOROBUTADIENO (HCBD),GARBIKER A.B. (S.A.)"
"HEXACLOROBUTADIENO (HCBD),ILARDUYA PRODUCTOS DE FUNDICION, S.L.U."
"HEXACLOROBUTADIENO (HCBD),GARBIKER A.B. (S.A.)"
"HEXACLOROBUTADIENO (HCBD),MOMENTIVE SPECIALTY CHEMICALS IBERICA"
"HEXACLOROBUTADIENO (HCBD),GARBIKER A.B. (S.A.)"
"HEXACLOROBUTADIENO (HCBD),BEFESA DESULFURACION"
"HEXACLOROBUTADIENO (HCBD),AMURRIO FERROCARRIL Y EQUIPOS"
"HEXACLOROBUTADIENO (HCBD),DOW CHEMICAL IBERICA"
"HEXACLOROBUTADIENO (HCBD),BILBAINA DE ALQUITRANES"
"HEXACLOROBUTADIENO (HCBD),GENERAL QUIMICA"
"HEXACLOROBUTADIENO (HCBD),EVONIK SILQUIMICA"
"HEXACLOROBUTADIENO (HCBD),BILBOKO UDALA - AYUNTAMIENTO DE BILBAO"
"HEXACLOROBUTADIENO (HCBD),ELECTROQUIMICA DE HERNANI"
"HEXACLOROBUTADIENO (HCBD),ARKEMA QUIMICA"
"HEXACLOROBUTADIENO (HCBD),AYUNTAMIENTO DE VITORIA-GASTEIZ"
"HEXACLOROBUTADIENO (HCBD),MANCOMUNIDAD MUNICIPAL DE SAN MARCOS"
"HEXACLOROBUTADIENO (HCBD),ASUA PRODUCTS"
"HEXACLOROBUTADIENO (HCBD),GARBIKER A.B. (S.A.)"
"HEXACLOROBUTADIENO (HCBD),MOMENTIVE SPECIALTY CHEMICALS ASUA, S.L."
"TETRACLOROETILENO (PER),SMURFIT KAPPA NERVION, S.A."
"TETRACLOROETILENO (PER),GARBIKER A.B. (S.A.)"
"TETRACLOROETILENO (PER),GARBIKER A.B. (S.A.)"
"TETRACLOROETILENO (PER),GARBIKER A.B. (S.A.)"
"TETRACLOROETILENO (PER),MANCOMUNIDAD MUNICIPAL DE SAN MARCOS"
"TETRACLOROETILENO (PER),PAPELERA DE AMAROZ"
"TETRACLOROETILENO (PER),BILBOKO UDALA - AYUNTAMIENTO DE BILBAO"
"TETRACLOROETILENO (PER),BILBAINA DE ALQUITRANES"
"TETRACLOROETILENO (PER),SARRIOPAPEL Y CELULOSA"
"TETRACLOROETILENO (PER),GARBIKER A.B. (S.A.)"
"TETRACLOROETILENO (PER),IRIZAR"
"TETRACLOROETILENO (PER),GENERAL QUIMICA"
"TETRACLOROETILENO (PER),MANCOMUNIDAD MUNICIPAL DE SAN MARCOS"
"TETRACLOROETILENO (PER),GARBIKER A.B. (S.A.)"
"TETRACLOROETILENO (PER),CELULOSAS MOLDEADAS"
"TETRACLOROETILENO (PER),SARRIOPAPEL Y CELULOSA"
"SOLIDOS EN SUSPENSION,MANUEL GARCIA MENDOZA"
"SOLIDOS EN SUSPENSION,ILARDUYA PRODUCTOS DE FUNDICION, S.L.U."
"SOLIDOS EN SUSPENSION,SEBERIA BILBAINA"
"SOLIDOS EN SUSPENSION,FAGOR ELECTRODOMESTICOS"
"SOLIDOS EN SUSPENSION,CESPA CONTEN"
"SOLIDOS EN SUSPENSION,INDUSTRIAS GALYCAS"
"SOLIDOS EN SUSPENSION,FUNDICIONES INYECTADAS ALAVESAS S.A. (FIASA)"
"SOLIDOS EN SUSPENSION,MONTORRETAS"
"SOLIDOS EN SUSPENSION,MAIER"
"SOLIDOS EN SUSPENSION,ARCELORMITTAL ESPAÑA"
"SOLIDOS EN SUSPENSION,SAVASA IMP"
"SOLIDOS EN SUSPENSION,TREFILADOS DE URBINA"
"SOLIDOS EN SUSPENSION,CROMADOS AZKOITIA"
"SOLIDOS EN SUSPENSION,BEFESA ZINC SONDIKA"
"SOLIDOS EN SUSPENSION,FMC-FORET"
"SOLIDOS EN SUSPENSION,INDUMETAL RECYCLING, S.A."
"SOLIDOS EN SUSPENSION,FUNDICIONES SAN ANTONIO DE URKIOLA"
"SOLIDOS EN SUSPENSION,SNA EUROPE INDUSTRIES IBERIA"
"SOLIDOS EN SUSPENSION,USIMEK BERGARA, SL"
"SOLIDOS EN SUSPENSION,ASUA PRODUCTS"
"SOLIDOS EN SUSPENSION,GARBIKER A.B. (S.A.)"
"SOLIDOS EN SUSPENSION,GARBIKER A.B. (S.A.)"
"SOLIDOS EN SUSPENSION,TUBOS REUNIDOS INDUSTRIAL S.L.U."
"SOLIDOS EN SUSPENSION,NERVACERO"
"SOLIDOS EN SUSPENSION,BIONOR BERANTEVILLA"
"SOLIDOS EN SUSPENSION,LASCARAY"
"SOLIDOS EN SUSPENSION,HIJOS DE JUAN DE GARAY,S.A."
"SOLIDOS EN SUSPENSION,VICTORIO LUZURIAGA-USURBIL"
"SOLIDOS EN SUSPENSION,TS FUNDICIONES"
"SOLIDOS EN SUSPENSION,GARBIKER A.B. (S.A.)"
"SOLIDOS EN SUSPENSION,ARKEMA QUIMICA"
"SOLIDOS EN SUSPENSION,OBE HETTICH"
"SOLIDOS EN SUSPENSION,AIALA VIDRIO"
"SOLIDOS EN SUSPENSION,PEMCO ESMALTES"
"SOLIDOS EN SUSPENSION,RECUBRIMIENTOS ELECTROLITICOS CONDUCTORES"
"SOLIDOS EN SUSPENSION,PRODUCTOS DE FUNDICION"
"SOLIDOS EN SUSPENSION,FUNDICION NODULAR FLESIC"
"SOLIDOS EN SUSPENSION,FUNDICIONES FUMBARRI-DURANGO"
"SOLIDOS EN SUSPENSION,LAMINADOS LOSAL"
"SOLIDOS EN SUSPENSION,UROLA KOSTAKO UDAL ELKARTEA"
"SOLIDOS EN SUSPENSION,DEBAGOIENEKO MANKOMUNITATEA"
"SOLIDOS EN SUSPENSION,PERFILES ESPECILES SELAK"
"SOLIDOS EN SUSPENSION,PAPEL ARALAR"
"SOLIDOS EN SUSPENSION,SIDENOR INDUSTRIAL"
"SOLIDOS EN SUSPENSION,FUNDICIONES URBINA"
"SOLIDOS EN SUSPENSION,MAXAM EUROPE"
"SOLIDOS EN SUSPENSION,MOMENTIVE SPECIALTY CHEMICALS IBERICA"
"SOLIDOS EN SUSPENSION,ECN CABLE GROUP"
"SOLIDOS EN SUSPENSION,MICHELIN ESPAÑA PORTUGAL"
"SOLIDOS EN SUSPENSION,RAMONDIN CAPSULAS"
"SOLIDOS EN SUSPENSION,RECUBRIMIENTOS GASTEIZ"
"SOLIDOS EN SUSPENSION,ELMET"
"SOLIDOS EN SUSPENSION,PAPELERA DE AMAROZ"
"SOLIDOS EN SUSPENSION,BEFESA ALUMINIO BILBAO"
"SOLIDOS EN SUSPENSION,LEAZ VALORIZACIONES"
"SOLIDOS EN SUSPENSION,FUNDICIONES GARBI"
"SOLIDOS EN SUSPENSION,HIERROS EGUINO"
"SOLIDOS EN SUSPENSION,FURESA"
"SOLIDOS EN SUSPENSION,AMPO"
"SOLIDOS EN SUSPENSION,SMURFIT KAPPA NERVION, S.A."
"SOLIDOS EN SUSPENSION,CEMENTOS LEMONA"
"SOLIDOS EN SUSPENSION,TUBACEX TUBOS INOXIDABLES"
"SOLIDOS EN SUSPENSION,COMPAÑIA DE BEBIDAS PEPSICO"
"SOLIDOS EN SUSPENSION,KIME, S.A."
"SOLIDOS EN SUSPENSION,BEFESA ZINC AMOREBIETA"
"SOLIDOS EN SUSPENSION,BARNA"
"SOLIDOS EN SUSPENSION,TALLERES DE ESCORIAZA"
"SOLIDOS EN SUSPENSION,FAGOR EDERLAN"
"SOLIDOS EN SUSPENSION,J.L. FRENCH ANSOLA"
"SOLIDOS EN SUSPENSION,GUARDIAN LLODIO UNO"
"SOLIDOS EN SUSPENSION,TUBACEX TUBOS INOXIDABLES"
"SOLIDOS EN SUSPENSION,GENERAL QUIMICA"
"SOLIDOS EN SUSPENSION,CONDESA FABRIL, S.A."
"SOLIDOS EN SUSPENSION,SALICA INDUSTRIA ALIMENTARIA"
"SOLIDOS EN SUSPENSION,SOGECAR"
"SOLIDOS EN SUSPENSION,MEBUNIK, S.A."
"SOLIDOS EN SUSPENSION,EKONOR"
"SOLIDOS EN SUSPENSION,FUCHOSA"
"SOLIDOS EN SUSPENSION,BIZKAIA ENERGIA"
"SOLIDOS EN SUSPENSION,SOCIEDAD GANADERA GUROKELA 2004"
"SOLIDOS EN SUSPENSION,KROSAKI AMR REFRACTARIOS S.A.U."
"SOLIDOS EN SUSPENSION,TS FUNDICIONES"
"SOLIDOS EN SUSPENSION,S. IZAGUIRRE"
"SOLIDOS EN SUSPENSION,CELULOSAS DE HERNANI"
"SOLIDOS EN SUSPENSION,RECTICEL IBERICA"
"SOLIDOS EN SUSPENSION,AMURRIO FERROCARRIL Y EQUIPOS"
"SOLIDOS EN SUSPENSION,SOCIEDAD FINANCIERA Y MINERA"
"SOLIDOS EN SUSPENSION,AVICOLA ARBARAITZ"
"SOLIDOS EN SUSPENSION,CONSTRUCCIONES Y AUXILIAR DE FERROCARRILES"
"SOLIDOS EN SUSPENSION,INDUSTRIAS SEUR"
"SOLIDOS EN SUSPENSION,FAGOR EDERLAN"
"SOLIDOS EN SUSPENSION,FAGOR EDERLAN"
"SOLIDOS EN SUSPENSION,QUINTON HAZELL ESPAÑA"
"SOLIDOS EN SUSPENSION,CELAYA EMPARANZA Y GALDOS INTERNACIONAL S.A."
"SOLIDOS EN SUSPENSION,EVONIK SILQUIMICA"
"SOLIDOS EN SUSPENSION,HELADOS Y POSTRES"
"SOLIDOS EN SUSPENSION,BILBOZINC"
"SOLIDOS EN SUSPENSION,AVICOLA BENIGNO ASPURU S.L."
"SOLIDOS EN SUSPENSION,ARKEMA QUIMICA"
"SOLIDOS EN SUSPENSION,GALVANOTECNIA Y DERIVADOS"
"SOLIDOS EN SUSPENSION,FUNDICIONES DEL ESTANDA"
"SOLIDOS EN SUSPENSION,GALVANIZADOS OLAIZOLA"
"SOLIDOS EN SUSPENSION,TALLERES DE ESCORIAZA"
"SOLIDOS EN SUSPENSION,MANCOMUNIDAD DE SASIETA"
"SOLIDOS EN SUSPENSION,JOSE MARIA UCIN"
"SOLIDOS EN SUSPENSION,CROMADOS ARRIZABALAGA"
"SOLIDOS EN SUSPENSION,ESNELAT"
"SOLIDOS EN SUSPENSION,S.A. DE DESC. Y ELIMIN. DE RESID."
"SOLIDOS EN SUSPENSION,GARBIKER A.B. (S.A.)"
"SOLIDOS EN SUSPENSION,FUNDIAL"
"SOLIDOS EN SUSPENSION,PASTGUREN"
"SOLIDOS EN SUSPENSION,INDUSTRIAS DIMO"
"SOLIDOS EN SUSPENSION,ARAGONESA DE PIENSOS"
"SOLIDOS EN SUSPENSION,SIDENOR INDUSTRIAL"
"SOLIDOS EN SUSPENSION,AYUNTAMIENTO DE VITORIA-GASTEIZ"
"SOLIDOS EN SUSPENSION,ZEOLITAS DE ALAVA"
"SOLIDOS EN SUSPENSION,ALDETU"
"SOLIDOS EN SUSPENSION,FAES FARMA"
"SOLIDOS EN SUSPENSION,BAHIA DE BIZKAIA ELECTRICIDAD"
"SOLIDOS EN SUSPENSION,BILBAINA DE ALQUITRANES"
"SOLIDOS EN SUSPENSION,LEAF BUSINESS HOLDINGS SPAIN"
"SOLIDOS EN SUSPENSION,FAGOR ELECTRODOMESTICOS"
"SOLIDOS EN SUSPENSION,ALCOA TRANSFORMACION DE PRODUCTOS"
"SOLIDOS EN SUSPENSION,LITOGRAFIA ALAVESA, S.L."
"SOLIDOS EN SUSPENSION,MUGAPE"
"SOLIDOS EN SUSPENSION,UROLA ERDIKO LAPATX ZABORTEGIA"
"SOLIDOS EN SUSPENSION,LARRABE OILOTEGIA SAT Nº 130"
"SOLIDOS EN SUSPENSION,GKN DRIVELINE ZUMAIA"
"SOLIDOS EN SUSPENSION,INDUSTRIA DE MADERAS AGLOMERADAS"
"SOLIDOS EN SUSPENSION,AVICOLA GORROTXATEGI"
"SOLIDOS EN SUSPENSION,BEFESA ZINC ASER"
"SOLIDOS EN SUSPENSION,GARBIKER A.B. (S.A.)"
"SOLIDOS EN SUSPENSION,ESTAMPACIONES METALICAS BIZKAIA, S.A."
"SOLIDOS EN SUSPENSION,INYECTADOS GABI"
"SOLIDOS EN SUSPENSION,BUNGE IBERICA"
"SOLIDOS EN SUSPENSION,ZUBIALDE,S.A."
"SOLIDOS EN SUSPENSION,MANCOMUNIDAD COMARCAL DE DEBABARRENA"
"SOLIDOS EN SUSPENSION,INDUSTRIAS FEGAR"
"SOLIDOS EN SUSPENSION,BGB GIOVANNI BOZZETTO"
"SOLIDOS EN SUSPENSION,RECUBRIMIENTOS GASTEIZ"
"SOLIDOS EN SUSPENSION,AYUNTAMIENTO DE VITORIA-GASTEIZ"
"SOLIDOS EN SUSPENSION,NUBIOLA PIGMENTOS"
"SOLIDOS EN SUSPENSION,MICHELIN ESPAÑA PORTUGAL"
"SOLIDOS EN SUSPENSION,FUNDICIONES WIND ENERGY CASTINH"
"SOLIDOS EN SUSPENSION,TALLERES FABIO MURGA"
"SOLIDOS EN SUSPENSION,JESUS OÑATE Y HERMANOS"
"SOLIDOS EN SUSPENSION,CINTAS ADHESIVAS UBIS"
"SOLIDOS EN SUSPENSION,EKONOR"
"SOLIDOS EN SUSPENSION,SARRIOPAPEL Y CELULOSA"
"SOLIDOS EN SUSPENSION,IRIZAR"
"SOLIDOS EN SUSPENSION,SK2024 AERONAUTICA"
"SOLIDOS EN SUSPENSION,SNA EUROPE INDUSTRIES IBERIA"
"SOLIDOS EN SUSPENSION,DEGUISA"
"SOLIDOS EN SUSPENSION,ONDULINE MATERIALES DE CONSTRUCCION"
"SOLIDOS EN SUSPENSION,CALERA DE ALZO"
"SOLIDOS EN SUSPENSION,FUNDICION EN CASCARA"
"SOLIDOS EN SUSPENSION,AL-KO RECORD"
"SOLIDOS EN SUSPENSION,CABARRI"
"SOLIDOS EN SUSPENSION,TENNECO AUTOMOTIVE IBERICA"
"SOLIDOS EN SUSPENSION,BILBOKO UDALA - AYUNTAMIENTO DE BILBAO"
"SOLIDOS EN SUSPENSION,ZABALGARBI"
"SOLIDOS EN SUSPENSION,ELECTROQUIMICA DE HERNANI"
"SOLIDOS EN SUSPENSION,INQUITEX"
"SOLIDOS EN SUSPENSION,CESPA GR"
"SOLIDOS EN SUSPENSION,VASCONTAINER"
"SOLIDOS EN SUSPENSION,CELULOSAS MOLDEADAS"
"SOLIDOS EN SUSPENSION,GARBIKER A.B. (S.A.)"
"SOLIDOS EN SUSPENSION,MOMENTIVE SPECIALTY CHEMICALS ASUA, S.L."
"SOLIDOS EN SUSPENSION,GALVANIZADOS VITORIA"
"SOLIDOS EN SUSPENSION,INDUSTRIAS DIMO"
"SOLIDOS EN SUSPENSION,PIROTECNIA LECEA"
"SOLIDOS EN SUSPENSION,ACERIA DE ALAVA,"
"SOLIDOS EN SUSPENSION,DEKITRA"
"SOLIDOS EN SUSPENSION,GEA IBERICA"
"SOLIDOS EN SUSPENSION,PAPRESA"
"SOLIDOS EN SUSPENSION,CELAYA EMPARANZA Y GALDOS INTERNACIONAL S.A."
"SOLIDOS EN SUSPENSION,ALGODONERA DE SAN ANTONIO INDUSTRIAL"
"SOLIDOS EN SUSPENSION,CESPA CONTEN"
"SOLIDOS EN SUSPENSION,WILLET CINCUENTA"
"SOLIDOS EN SUSPENSION,ACEROS INOXIDABLES OLARRA"
"SOLIDOS EN SUSPENSION,FAGOR EDERLAN"
"SOLIDOS EN SUSPENSION,CELSA ATLANTIC"
"SOLIDOS EN SUSPENSION,GALVANIZADOS ALAVESES CABA"
"SOLIDOS EN SUSPENSION,INDUSTRIA AUXILIAR ALAVESA"
"SOLIDOS EN SUSPENSION,EUSKAL KATAFORESIS"
"SOLIDOS EN SUSPENSION,ARCELORMITTAL GIPUZKOA"
"SOLIDOS EN SUSPENSION,CALERA DE ALZO"
"SOLIDOS EN SUSPENSION,INYECTAMETAL"
"SOLIDOS EN SUSPENSION,PETROLEOS DEL NORTE"
"SOLIDOS EN SUSPENSION,PRODUCTOS TUBULARES"
