Contaminacion,Empresa
"DICLORODIFENIL TRICLOROETANO (DDT),MANCOMUNIDAD MUNICIPAL DE SAN MARCOS"
"DICLORODIFENIL TRICLOROETANO (DDT),GENERAL QUIMICA"
"DICLORODIFENIL TRICLOROETANO (DDT),GARBIKER A.B. (S.A.)"
"DICLORODIFENIL TRICLOROETANO (DDT),BILBOKO UDALA - AYUNTAMIENTO DE BILBAO"
"DICLORODIFENIL TRICLOROETANO (DDT),AYUNTAMIENTO DE VITORIA-GASTEIZ"
"DICLORODIFENIL TRICLOROETANO (DDT),MANCOMUNIDAD MUNICIPAL DE SAN MARCOS"
"DICLORODIFENIL TRICLOROETANO (DDT),GARBIKER A.B. (S.A.)"
"DICLORODIFENIL TRICLOROETANO (DDT),GARBIKER A.B. (S.A.)"
"DICLORODIFENIL TRICLOROETANO (DDT),GARBIKER A.B. (S.A.)"
"DICLORODIFENIL TRICLOROETANO (DDT),BILBAINA DE ALQUITRANES"
"NITRÓGENO TOTAL,ELECTROCROMO"
"NITRÓGENO TOTAL,BARNA"
"NITRÓGENO TOTAL,TS FUNDICIONES"
"NITRÓGENO TOTAL,PAPELERA GUIPUZCOANA DE ZICUÑAGA, S.A."
"NITRÓGENO TOTAL,FAGOR EDERLAN"
"NITRÓGENO TOTAL,PEMCO ESMALTES"
"NITRÓGENO TOTAL,UROLA ERDIKO LAPATX ZABORTEGIA"
"NITRÓGENO TOTAL,SAVASA IMP"
"NITRÓGENO TOTAL,PETROLEOS DEL NORTE"
"NITRÓGENO TOTAL,TENNECO AUTOMOTIVE IBERICA"
"NITRÓGENO TOTAL,BIZKAIA ENERGIA"
"NITRÓGENO TOTAL,SOCIEDAD GANADERA GUROKELA 2004"
"NITRÓGENO TOTAL,DEBAGOIENEKO MANKOMUNITATEA"
"NITRÓGENO TOTAL,SIDENOR INDUSTRIAL"
"NITRÓGENO TOTAL,ECN CABLE GROUP"
"NITRÓGENO TOTAL,KIME, S.A."
"NITRÓGENO TOTAL,SIDENOR INDUSTRIAL"
"NITRÓGENO TOTAL,ACERIA DE ALAVA,"
"NITRÓGENO TOTAL,MERCEDES-BENZ ESPAÑA"
"NITRÓGENO TOTAL,ELMET"
"NITRÓGENO TOTAL,BAHIA DE BIZKAIA ELECTRICIDAD"
"NITRÓGENO TOTAL,LEAF BUSINESS HOLDINGS SPAIN"
"NITRÓGENO TOTAL,JESUS OÑATE Y HERMANOS"
"NITRÓGENO TOTAL,LEAZ VALORIZACIONES"
"NITRÓGENO TOTAL,EKONOR"
"NITRÓGENO TOTAL,SARRIOPAPEL Y CELULOSA"
"NITRÓGENO TOTAL,INDUSTRIAS GALYCAS"
"NITRÓGENO TOTAL,INDUSTRIA AUXILIAR ALAVESA"
"NITRÓGENO TOTAL,CROMADOS AZKOITIA"
"NITRÓGENO TOTAL,EKONOR"
"NITRÓGENO TOTAL,LAMINADOS LOSAL"
"NITRÓGENO TOTAL,KIMBERLY CLARK"
"NITRÓGENO TOTAL,UROLA KOSTAKO UDAL ELKARTEA"
"NITRÓGENO TOTAL,S. IZAGUIRRE"
"NITRÓGENO TOTAL,VASCONTAINER"
"NITRÓGENO TOTAL,COMPAÑIA NORTEÑA DE BEBIDAS GASEOSAS (NORBEGA)"
"NITRÓGENO TOTAL,MOMENTIVE SPECIALTY CHEMICALS ASUA, S.L."
"NITRÓGENO TOTAL,MAXAM EUROPE"
"NITRÓGENO TOTAL,COMPAÑIA DE BEBIDAS PEPSICO"
"NITRÓGENO TOTAL,INDUSTRIAS DIMO"
"NITRÓGENO TOTAL,AMURRIO FERROCARRIL Y EQUIPOS"
"NITRÓGENO TOTAL,AVICOLA ARBARAITZ"
"NITRÓGENO TOTAL,ALGODONERA DE SAN ANTONIO INDUSTRIAL"
"NITRÓGENO TOTAL,DOW CHEMICAL IBERICA"
"NITRÓGENO TOTAL,OBE HETTICH"
"NITRÓGENO TOTAL,FAGOR ELECTRODOMESTICOS"
"NITRÓGENO TOTAL,CESPA CONTEN"
"NITRÓGENO TOTAL,AIALA VIDRIO"
"NITRÓGENO TOTAL,LITOGRAFIA ALAVESA, S.L."
"NITRÓGENO TOTAL,AVICOLA GORROTXATEGI"
"NITRÓGENO TOTAL,MAXAM U.E.B."
"NITRÓGENO TOTAL,GARBIKER A.B. (S.A.)"
"NITRÓGENO TOTAL,CESPA GR"
"NITRÓGENO TOTAL,CANDY HOOVER ELECTRODOMESTICOS"
"NITRÓGENO TOTAL,FORMICA"
"NITRÓGENO TOTAL,AYUNTAMIENTO DE VITORIA-GASTEIZ"
"NITRÓGENO TOTAL,NUBIOLA PIGMENTOS"
"NITRÓGENO TOTAL,FUNDICIONES GARBI"
"NITRÓGENO TOTAL,SEBERIA BILBAINA"
"NITRÓGENO TOTAL,FAGOR ELECTRODOMESTICOS"
"NITRÓGENO TOTAL,TUBACEX TUBOS INOXIDABLES"
"NITRÓGENO TOTAL,CELSA ATLANTIC"
"NITRÓGENO TOTAL,MAIER"
"NITRÓGENO TOTAL,ONDULINE MATERIALES DE CONSTRUCCION"
"NITRÓGENO TOTAL,PRODUCTOS DE FUNDICION"
"NITRÓGENO TOTAL,ARCELORMITTAL GIPUZKOA"
"NITRÓGENO TOTAL,BUNGE IBERICA"
"NITRÓGENO TOTAL,FUNDICIONES DEL ESTANDA"
"NITRÓGENO TOTAL,KROSAKI AMR REFRACTARIOS S.A.U."
"NITRÓGENO TOTAL,ESNELAT"
"NITRÓGENO TOTAL,FUNDICIONES SAN ELOY"
"NITRÓGENO TOTAL,TALLER AUXILIAR DE GALVANOTECNIA ALAVESA"
"NITRÓGENO TOTAL,DEKITRA"
"NITRÓGENO TOTAL,JEZ SISTEMAS FERROVIARIOS"
"NITRÓGENO TOTAL,NERVACERO"
"NITRÓGENO TOTAL,ILARDUYA PRODUCTOS DE FUNDICION, S.L.U."
"NITRÓGENO TOTAL,BILBAINA DE ALQUITRANES"
"NITRÓGENO TOTAL,FAGOR EDERLAN"
"NITRÓGENO TOTAL,IRIZAR"
"NITRÓGENO TOTAL,GENERAL QUIMICA"
"NITRÓGENO TOTAL,DEGUISA"
"NITRÓGENO TOTAL,GKN DRIVELINE ZUMAIA"
"NITRÓGENO TOTAL,ARCELORMITTAL SESTAO"
"NITRÓGENO TOTAL,IBERDROLA GENERACION, S.A.U."
"NITRÓGENO TOTAL,PRODUCTOS TUBULARES"
"NITRÓGENO TOTAL,FUNDICIONES PALACIO"
"NITRÓGENO TOTAL,TRADEBE"
"NITRÓGENO TOTAL,AVICOLA BENIGNO ASPURU S.L."
"NITRÓGENO TOTAL,INYECTADOS GABI"
"NITRÓGENO TOTAL,CAMELOT97"
"NITRÓGENO TOTAL,ELECTROQUIMICA DE HERNANI"
"NITRÓGENO TOTAL,SNA EUROPE INDUSTRIES IBERIA"
"NITRÓGENO TOTAL,FUNDIAL"
"NITRÓGENO TOTAL,TUBACEX TUBOS INOXIDABLES"
"NITRÓGENO TOTAL,BEFESA ZINC AMOREBIETA"
"NITRÓGENO TOTAL,PAPRESA"
"NITRÓGENO TOTAL,PAPELERA DE AMAROZ"
"NITRÓGENO TOTAL,ACEROS INOXIDABLES OLARRA"
"NITRÓGENO TOTAL,SIDENOR INDUSTRIAL"
"NITRÓGENO TOTAL,SIDENOR INDUSTRIAL"
"NITRÓGENO TOTAL,OLAZABAL Y HUARTE"
"NITRÓGENO TOTAL,GALVANIZADOS ALAVESES CABA"
"NITRÓGENO TOTAL,EUSKAL KATAFORESIS"
"NITRÓGENO TOTAL,TREFILADOS DE URBINA"
"NITRÓGENO TOTAL,MEBUNIK, S.A."
"NITRÓGENO TOTAL,INYECTAMETAL"
"NITRÓGENO TOTAL,ESTAMPACIONES METALICAS BIZKAIA, S.A."
"NITRÓGENO TOTAL,ZF SACHS ESPAÑA"
"NITRÓGENO TOTAL,BILBOKO UDALA - AYUNTAMIENTO DE BILBAO"
"NITRÓGENO TOTAL,CONSORCIO DE AGUAS BILBAO BIZKAIA"
"NITRÓGENO TOTAL,ARKEMA QUIMICA"
"NITRÓGENO TOTAL,CONSORCIO DE AGUAS BILBAO BIZKAIA"
"NITRÓGENO TOTAL,ORONA"
"NITRÓGENO TOTAL,MANCOMUNIDAD DE SASIETA"
"NITRÓGENO TOTAL,MANCOMUNIDAD COMARCAL DE DEBABARRENA"
"NITRÓGENO TOTAL,MANCOMUNIDAD MUNICIPAL DE SAN MARCOS"
"NITRÓGENO TOTAL,PAPEL ARALAR"
"NITRÓGENO TOTAL,SARRIOPAPEL Y CELULOSA"
"NITRÓGENO TOTAL,PIROTECNIA LECEA"
"NITRÓGENO TOTAL,ARAGONESA DE PIENSOS"
"NITRÓGENO TOTAL,MUNKSJÖ PAPER"
"NITRÓGENO TOTAL,BIONOR BERANTEVILLA"
"NITRÓGENO TOTAL,PAPELERA DEL ORIA"
"NITRÓGENO TOTAL,TALLERES DE ESCORIAZA"
"NITRÓGENO TOTAL,CORRUGADOS AZPEITIA"
"NITRÓGENO TOTAL,CESPA CONTEN"
"NITRÓGENO TOTAL,FAES FARMA"
"NITRÓGENO TOTAL,VIDRIERIA Y CRISTALERIA DE LAMIACO"
"NITRÓGENO TOTAL,OFITA INTERIORES S.A."
"NITRÓGENO TOTAL,EVONIK SILQUIMICA"
"NITRÓGENO TOTAL,SALICA INDUSTRIA ALIMENTARIA"
"NITRÓGENO TOTAL,CABARRI"
"NITRÓGENO TOTAL,BEFESA DESULFURACION"
"NITRÓGENO TOTAL,PRODUCTOS TUBULARES"
"NITRÓGENO TOTAL,BRIDGESTONE HISPANIA"
"NITRÓGENO TOTAL,TS FUNDICIONES"
"NITRÓGENO TOTAL,TALLERES DE ESCORIAZA"
"NITRÓGENO TOTAL,MIRVAT"
"NITRÓGENO TOTAL,AMPO"
"NITRÓGENO TOTAL,ASUA PRODUCTS"
"NITRÓGENO TOTAL,MOMENTIVE SPECIALTY CHEMICALS IBERICA"
"NITRÓGENO TOTAL,RECUBRIMIENTOS GASTEIZ"
"NITRÓGENO TOTAL,AYUNTAMIENTO DE VITORIA-GASTEIZ"
"NITRÓGENO TOTAL,CONSTRUCCIONES Y AUXILIAR DE FERROCARRILES"
"NITRÓGENO TOTAL,MANCOMUNIDAD MUNICIPAL DE SAN MARCOS"
"NITRÓGENO TOTAL,FAGOR EDERLAN"
"NITRÓGENO TOTAL,TALLERES FABIO MURGA"
"NITRÓGENO TOTAL,IBERDROLA GENERACION, S.A.U."
"NITRÓGENO TOTAL,SNA EUROPE INDUSTRIES IBERIA"
"NITRÓGENO TOTAL,RECUBRIMIENTOS ELECTROLITICOS CONDUCTORES"
"NITRÓGENO TOTAL,BILBOZINC"
"NITRÓGENO TOTAL,BEFESA ZINC SONDIKA"
"NITRÓGENO TOTAL,HIDROELECTRICA IBERICA"
"NITRÓGENO TOTAL,ZABALGARBI"
"NITRÓGENO TOTAL,CELULOSAS DE HERNANI"
"NITRÓGENO TOTAL,CROMADOS ARRIZABALAGA"
"NITRÓGENO TOTAL,SMURFIT KAPPA NERVION, S.A."
"NITRÓGENO TOTAL,CEMENTOS LEMONA"
"NITRÓGENO TOTAL,CELULOSAS MOLDEADAS"
"NITRÓGENO TOTAL,RECUBRIMIENTOS GASTEIZ"
"BENZO(a)PIRENO (COMO PAH),FAGOR EDERLAN"
"BENZO(a)PIRENO (COMO PAH),EUSKAL KATAFORESIS"
"BENZO(a)PIRENO (COMO PAH),BILBOKO UDALA - AYUNTAMIENTO DE BILBAO"
"BENZO(a)PIRENO (COMO PAH),ASUA PRODUCTS"
"BENZO(a)PIRENO (COMO PAH),TALLERES DE ESCORIAZA"
"BENZO(a)PIRENO (COMO PAH),IRIZAR"
"BENZO(a)PIRENO (COMO PAH),BILBOZINC"
"BENZO(a)PIRENO (COMO PAH),MOMENTIVE SPECIALTY CHEMICALS IBERICA"
"BENZO(a)PIRENO (COMO PAH),ACERIA DE ALAVA,"
"BENZO(a)PIRENO (COMO PAH),TUBACEX TUBOS INOXIDABLES"
"BENZO(a)PIRENO (COMO PAH),TENNECO AUTOMOTIVE IBERICA"
"BENZO(a)PIRENO (COMO PAH),LAMINADOS LOSAL"
"BENZO(a)PIRENO (COMO PAH),MOMENTIVE SPECIALTY CHEMICALS ASUA, S.L."
"BENZO(a)PIRENO (COMO PAH),AYUNTAMIENTO DE VITORIA-GASTEIZ"
"BENZO(a)PIRENO (COMO PAH),ILARDUYA PRODUCTOS DE FUNDICION, S.L.U."
"BENZO(a)PIRENO (COMO PAH),SIDENOR INDUSTRIAL"
"BENZO(a)PIRENO (COMO PAH),ONDULINE MATERIALES DE CONSTRUCCION"
"BENZO(a)PIRENO (COMO PAH),CONSORCIO DE AGUAS BILBAO BIZKAIA"
"BENZO(a)PIRENO (COMO PAH),CROMADOS AZKOITIA"
"BENZO(a)PIRENO (COMO PAH),CONSORCIO DE AGUAS BILBAO BIZKAIA"
"COBRE,LASCARAY"
"COBRE,MONTORRETAS"
"COBRE,SEBERIA BILBAINA"
"COBRE,FAES FARMA"
"COBRE,LARRABE OILOTEGIA SAT Nº 130"
"COBRE,GARBIKER A.B. (S.A.)"
"COBRE,GARBIKER A.B. (S.A.)"
"COBRE,INYECTAMETAL"
"COBRE,PERFILES ESPECILES SELAK"
"COBRE,AMURRIO FERROCARRIL Y EQUIPOS"
"COBRE,LAMINADOS DE ARETXABALETA"
"COBRE,FAGOR EDERLAN"
"COBRE,CELSA ATLANTIC"
"COBRE,SOGECAR"
"COBRE,TREFILADOS DE URBINA"
"COBRE,PIROTECNIA LECEA"
"COBRE,ALDETU"
"COBRE,BILBAINA DE ALQUITRANES"
"COBRE,ARCELORMITTAL ESPAÑA"
"COBRE,PAPEL ARALAR"
"COBRE,FUNDICIONES URBINA"
"COBRE,FUNDIAL"
"COBRE,BIONOR BERANTEVILLA"
"COBRE,IRIZAR"
"COBRE,INDUSTRIA DE TURBO PROPULSORES"
"CADMIO Y SUS COMPUESTOS,BEFESA ZINC AMOREBIETA"
"CADMIO Y SUS COMPUESTOS,TALLERES DE ESCORIAZA"
"CADMIO Y SUS COMPUESTOS,CORRUGADOS AZPEITIA"
"CADMIO Y SUS COMPUESTOS,FAGOR EDERLAN"
"CADMIO Y SUS COMPUESTOS,OLAZABAL Y HUARTE"
"CADMIO Y SUS COMPUESTOS,GENERAL QUIMICA"
"CADMIO Y SUS COMPUESTOS,EVONIK SILQUIMICA"
"CADMIO Y SUS COMPUESTOS,ONDULINE MATERIALES DE CONSTRUCCION"
"CADMIO Y SUS COMPUESTOS,UROLA ERDIKO LAPATX ZABORTEGIA"
"CADMIO Y SUS COMPUESTOS,ARCELORMITTAL SESTAO"
"CADMIO Y SUS COMPUESTOS,EKONOR"
"CADMIO Y SUS COMPUESTOS,TRADEBE"
"CADMIO Y SUS COMPUESTOS,ZABALGARBI"
"CADMIO Y SUS COMPUESTOS,MANCOMUNIDAD MUNICIPAL DE SAN MARCOS"
"CADMIO Y SUS COMPUESTOS,SNA EUROPE INDUSTRIES IBERIA"
"CADMIO Y SUS COMPUESTOS,SARRIOPAPEL Y CELULOSA"
"CADMIO Y SUS COMPUESTOS,GARBIKER A.B. (S.A.)"
"CADMIO Y SUS COMPUESTOS,INDUSTRIA DE TURBO PROPULSORES"
"CADMIO Y SUS COMPUESTOS,RAMONDIN CAPSULAS"
"CADMIO Y SUS COMPUESTOS,NERVACERO"
"CADMIO Y SUS COMPUESTOS,SOCIEDAD FINANCIERA Y MINERA"
"CADMIO Y SUS COMPUESTOS,BIONOR BERANTEVILLA"
"CADMIO Y SUS COMPUESTOS,LASCARAY"
"CADMIO Y SUS COMPUESTOS,PAPELERA DE AMAROZ"
"CADMIO Y SUS COMPUESTOS,LEAZ VALORIZACIONES"
"CADMIO Y SUS COMPUESTOS,CELSA ATLANTIC"
"CADMIO Y SUS COMPUESTOS,LITOGRAFIA ALAVESA, S.L."
"CADMIO Y SUS COMPUESTOS,INDUSTRIA AUXILIAR ALAVESA"
"CADMIO Y SUS COMPUESTOS,BILBOZINC"
"CADMIO Y SUS COMPUESTOS,IBERDROLA GENERACION, S.A.U."
"CADMIO Y SUS COMPUESTOS,BILBOKO UDALA - AYUNTAMIENTO DE BILBAO"
"CADMIO Y SUS COMPUESTOS,TS FUNDICIONES"
"CADMIO Y SUS COMPUESTOS,S. IZAGUIRRE"
"CADMIO Y SUS COMPUESTOS,MANCOMUNIDAD COMARCAL DE DEBABARRENA"
"CADMIO Y SUS COMPUESTOS,USIMEK BERGARA, SL"
"CADMIO Y SUS COMPUESTOS,COMPAÑIA DE BEBIDAS PEPSICO"
"CADMIO Y SUS COMPUESTOS,AYUNTAMIENTO DE VITORIA-GASTEIZ"
"CADMIO Y SUS COMPUESTOS,ELMET"
"CADMIO Y SUS COMPUESTOS,SIDENOR INDUSTRIAL"
"CADMIO Y SUS COMPUESTOS,FAGOR ELECTRODOMESTICOS"
"CADMIO Y SUS COMPUESTOS,EUSKAL KATAFORESIS"
"CADMIO Y SUS COMPUESTOS,CELULOSAS MOLDEADAS"
"CADMIO Y SUS COMPUESTOS,SMURFIT KAPPA NERVION, S.A."
"CADMIO Y SUS COMPUESTOS,CELULOSAS DE HERNANI"
"CADMIO Y SUS COMPUESTOS,GALVANIZADOS VITORIA"
"CADMIO Y SUS COMPUESTOS,INDUSTRIAS DIMO"
"CADMIO Y SUS COMPUESTOS,PAPELERA DEL ORIA"
"CADMIO Y SUS COMPUESTOS,CONSTRUCCIONES Y AUXILIAR DE FERROCARRILES"
"CADMIO Y SUS COMPUESTOS,TS FUNDICIONES"
"CADMIO Y SUS COMPUESTOS,BEFESA ALUMINIO BILBAO"
"CADMIO Y SUS COMPUESTOS,ACEROS INOXIDABLES OLARRA"
"CADMIO Y SUS COMPUESTOS,OBE HETTICH"
"CADMIO Y SUS COMPUESTOS,SARRIOPAPEL Y CELULOSA"
"CADMIO Y SUS COMPUESTOS,CESPA CONTEN"
"CADMIO Y SUS COMPUESTOS,MONTORRETAS"
"CADMIO Y SUS COMPUESTOS,CROMADOS AZKOITIA"
"CADMIO Y SUS COMPUESTOS,BEFESA ZINC SONDIKA"
"CADMIO Y SUS COMPUESTOS,GARBIKER A.B. (S.A.)"
"CADMIO Y SUS COMPUESTOS,ESTAMPACIONES METALICAS BIZKAIA, S.A."
"CADMIO Y SUS COMPUESTOS,BRIDGESTONE HISPANIA"
"CADMIO Y SUS COMPUESTOS,CAMELOT97"
"CADMIO Y SUS COMPUESTOS,CONSORCIO DE AGUAS BILBAO BIZKAIA"
"CADMIO Y SUS COMPUESTOS,AMPO"
"CADMIO Y SUS COMPUESTOS,DEBAGOIENEKO MANKOMUNITATEA"
"CADMIO Y SUS COMPUESTOS,GARBIKER A.B. (S.A.)"
"CADMIO Y SUS COMPUESTOS,ASUA PRODUCTS"
"CADMIO Y SUS COMPUESTOS,PASTGUREN"
"CADMIO Y SUS COMPUESTOS,MAXAM EUROPE"
"CADMIO Y SUS COMPUESTOS,DEKITRA"
"CADMIO Y SUS COMPUESTOS,AYUNTAMIENTO DE VITORIA-GASTEIZ"
"CADMIO Y SUS COMPUESTOS,MUNKSJÖ PAPER"
"CADMIO Y SUS COMPUESTOS,GEA IBERICA"
"CADMIO Y SUS COMPUESTOS,FURESA"
"CADMIO Y SUS COMPUESTOS,AL-KO RECORD"
"CADMIO Y SUS COMPUESTOS,FUNDICIONES SAN ANTONIO DE URKIOLA"
"CADMIO Y SUS COMPUESTOS,FUNDICIONES PALACIO"
"CADMIO Y SUS COMPUESTOS,PRODUCTOS TUBULARES"
"CADMIO Y SUS COMPUESTOS,ELECTROQUIMICA DE HERNANI"
"CADMIO Y SUS COMPUESTOS,TALLERES DE ESCORIAZA"
"CADMIO Y SUS COMPUESTOS,MOMENTIVE SPECIALTY CHEMICALS IBERICA"
"CADMIO Y SUS COMPUESTOS,PIROTECNIA LECEA"
"CADMIO Y SUS COMPUESTOS,ACERIA DE ALAVA,"
"CADMIO Y SUS COMPUESTOS,GARBIKER A.B. (S.A.)"
"CADMIO Y SUS COMPUESTOS,PAPELERA GUIPUZCOANA DE ZICUÑAGA, S.A."
"CADMIO Y SUS COMPUESTOS,TALLERES FABIO MURGA"
"CADMIO Y SUS COMPUESTOS,SIDENOR INDUSTRIAL"
"CADMIO Y SUS COMPUESTOS,IRIZAR"
"CADMIO Y SUS COMPUESTOS,INDUSTRIAS GALYCAS"
"CADMIO Y SUS COMPUESTOS,AIALA VIDRIO"
"CADMIO Y SUS COMPUESTOS,SALICA INDUSTRIA ALIMENTARIA"
"CADMIO Y SUS COMPUESTOS,BEFESA ZINC ASER"
"CADMIO Y SUS COMPUESTOS,FUCHOSA"
"CADMIO Y SUS COMPUESTOS,ZF SACHS ESPAÑA"
"CADMIO Y SUS COMPUESTOS,MAXAM U.E.B."
"CADMIO Y SUS COMPUESTOS,MANCOMUNIDAD DE SASIETA"
"CADMIO Y SUS COMPUESTOS,UROLA KOSTAKO UDAL ELKARTEA"
"CADMIO Y SUS COMPUESTOS,PAPEL ARALAR"
"CADMIO Y SUS COMPUESTOS,S.A. DE DESC. Y ELIMIN. DE RESID."
"CADMIO Y SUS COMPUESTOS,GARBIKER A.B. (S.A.)"
"CADMIO Y SUS COMPUESTOS,FUNDICIONES SAN ELOY"
"CADMIO Y SUS COMPUESTOS,MOMENTIVE SPECIALTY CHEMICALS ASUA, S.L."
"CADMIO Y SUS COMPUESTOS,FUNDICIONES URBINA"
"CADMIO Y SUS COMPUESTOS,TALLER AUXILIAR DE GALVANOTECNIA ALAVESA"
"CADMIO Y SUS COMPUESTOS,INDUSTRIAS DIMO"
"CADMIO Y SUS COMPUESTOS,AMURRIO FERROCARRIL Y EQUIPOS"
"CADMIO Y SUS COMPUESTOS,SOCIEDAD FINANCIERA Y MINERA"
"CADMIO Y SUS COMPUESTOS,ELECTROCROMO"
"CADMIO Y SUS COMPUESTOS,NUBIOLA PIGMENTOS"
"CADMIO Y SUS COMPUESTOS,CESPA CONTEN"
"CADMIO Y SUS COMPUESTOS,ARKEMA QUIMICA"
"CADMIO Y SUS COMPUESTOS,BILBAINA DE ALQUITRANES"
"CADMIO Y SUS COMPUESTOS,JESUS OÑATE Y HERMANOS"
"CADMIO Y SUS COMPUESTOS,EKONOR"
"CADMIO Y SUS COMPUESTOS,IBERDROLA GENERACION, S.A.U."
"CADMIO Y SUS COMPUESTOS,HIERROS EGUINO"
"CADMIO Y SUS COMPUESTOS,TUBACEX TUBOS INOXIDABLES"
"CADMIO Y SUS COMPUESTOS,DEGUISA"
"CADMIO Y SUS COMPUESTOS,RECUBRIMIENTOS ELECTROLITICOS CONDUCTORES"
"CADMIO Y SUS COMPUESTOS,TREFILADOS DE URBINA"
"CADMIO Y SUS COMPUESTOS,PETROLEOS DEL NORTE"
"CADMIO Y SUS COMPUESTOS,TENNECO AUTOMOTIVE IBERICA"
"CADMIO Y SUS COMPUESTOS,BEFESA DESULFURACION"
"CADMIO Y SUS COMPUESTOS,BIZKAIA ENERGIA"
"CADMIO Y SUS COMPUESTOS,HIDROELECTRICA IBERICA"
"CADMIO Y SUS COMPUESTOS,CONSORCIO DE AGUAS BILBAO BIZKAIA"
"CADMIO Y SUS COMPUESTOS,ARKEMA QUIMICA"
"CADMIO Y SUS COMPUESTOS,KROSAKI AMR REFRACTARIOS S.A.U."
"CADMIO Y SUS COMPUESTOS,VASCONTAINER"
"CADMIO Y SUS COMPUESTOS,TUBACEX TUBOS INOXIDABLES"
"CADMIO Y SUS COMPUESTOS,NOVACERO"
"CADMIO Y SUS COMPUESTOS,PAPRESA"
"CADMIO Y SUS COMPUESTOS,MANCOMUNIDAD MUNICIPAL DE SAN MARCOS"
"CADMIO Y SUS COMPUESTOS,DOW CHEMICAL IBERICA"
"CADMIO Y SUS COMPUESTOS,FAES FARMA"
"CADMIO Y SUS COMPUESTOS,J.L. FRENCH ANSOLA"
"CADMIO Y SUS COMPUESTOS,ILARDUYA PRODUCTOS DE FUNDICION, S.L.U."
"CADMIO Y SUS COMPUESTOS,FAGOR EDERLAN"
"CADMIO Y SUS COMPUESTOS,PEMCO ESMALTES"
"CADMIO Y SUS COMPUESTOS,MEBUNIK, S.A."
"CADMIO Y SUS COMPUESTOS,PRODUCTOS TUBULARES"
"CADMIO Y SUS COMPUESTOS,LAMINADOS LOSAL"
"CADMIO Y SUS COMPUESTOS,INYECTADOS GABI"
"CADMIO Y SUS COMPUESTOS,CESPA GR"
"CADMIO Y SUS COMPUESTOS,GARBIKER A.B. (S.A.)"
"DIFENILÉTER BROMADO,BILBOKO UDALA - AYUNTAMIENTO DE BILBAO"
"DIFENILÉTER BROMADO,GARBIKER A.B. (S.A.)"
"DIFENILÉTER BROMADO,MANCOMUNIDAD MUNICIPAL DE SAN MARCOS"
"DIFENILÉTER BROMADO,ASUA PRODUCTS"
"DIFENILÉTER BROMADO,BILBAINA DE ALQUITRANES"
"DIFENILÉTER BROMADO,GARBIKER A.B. (S.A.)"
"DIFENILÉTER BROMADO,GARBIKER A.B. (S.A.)"
"DIFENILÉTER BROMADO,AMURRIO FERROCARRIL Y EQUIPOS"
"DIFENILÉTER BROMADO,GARBIKER A.B. (S.A.)"
"DIFENILÉTER BROMADO,MOMENTIVE SPECIALTY CHEMICALS IBERICA"
"DIFENILÉTER BROMADO,MANCOMUNIDAD MUNICIPAL DE SAN MARCOS"
"DIFENILÉTER BROMADO,ILARDUYA PRODUCTOS DE FUNDICION, S.L.U."
"DIFENILÉTER BROMADO,GARBIKER A.B. (S.A.)"
"DIFENILÉTER BROMADO,GARBIKER A.B. (S.A.)"
"DIFENILÉTER BROMADO,MOMENTIVE SPECIALTY CHEMICALS ASUA, S.L."
"BENZO(b)FLUORANTENO (COMO PAH),CONSORCIO DE AGUAS BILBAO BIZKAIA"
"BENZO(b)FLUORANTENO (COMO PAH),FAGOR EDERLAN"
"BENZO(b)FLUORANTENO (COMO PAH),ACERIA DE ALAVA,"
"BENZO(b)FLUORANTENO (COMO PAH),ONDULINE MATERIALES DE CONSTRUCCION"
"BENZO(b)FLUORANTENO (COMO PAH),MOMENTIVE SPECIALTY CHEMICALS ASUA, S.L."
"BENZO(b)FLUORANTENO (COMO PAH),EKONOR"
"BENZO(b)FLUORANTENO (COMO PAH),SIDENOR INDUSTRIAL"
"BENZO(b)FLUORANTENO (COMO PAH),LAMINADOS LOSAL"
"BENZO(b)FLUORANTENO (COMO PAH),ILARDUYA PRODUCTOS DE FUNDICION, S.L.U."
"BENZO(b)FLUORANTENO (COMO PAH),BILBOZINC"
"BENZO(b)FLUORANTENO (COMO PAH),ASUA PRODUCTS"
"BENZO(b)FLUORANTENO (COMO PAH),EUSKAL KATAFORESIS"
"BENZO(b)FLUORANTENO (COMO PAH),CONSORCIO DE AGUAS BILBAO BIZKAIA"
"BENZO(b)FLUORANTENO (COMO PAH),TUBACEX TUBOS INOXIDABLES"
"BENZO(b)FLUORANTENO (COMO PAH),TENNECO AUTOMOTIVE IBERICA"
"BENZO(b)FLUORANTENO (COMO PAH),TALLERES DE ESCORIAZA"
"BENZO(b)FLUORANTENO (COMO PAH),CROMADOS AZKOITIA"
"BENZO(b)FLUORANTENO (COMO PAH),BILBOKO UDALA - AYUNTAMIENTO DE BILBAO"
"BENZO(b)FLUORANTENO (COMO PAH),MOMENTIVE SPECIALTY CHEMICALS IBERICA"
"BENZO(b)FLUORANTENO (COMO PAH),AYUNTAMIENTO DE VITORIA-GASTEIZ"
"CARBONO ORGÁNICO TOTAL (TOC),MANCOMUNIDAD MUNICIPAL DE SAN MARCOS"
"CARBONO ORGÁNICO TOTAL (TOC),PAPELERA GUIPUZCOANA DE ZICUÑAGA, S.A."
"CARBONO ORGÁNICO TOTAL (TOC),GENERAL QUIMICA"
